ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates,iso_region_len
05V,small_airport,Blanca Airport,7720.0,,US,US-CO,BLANCA,05V,,05V,"-105.552001953125, 37.41109848022461",5
05VA,small_airport,Providence Airport,445.0,,US,US-VA,FARMVILLE,05VA,,05VA,"-78.4186019897461, 37.22420120239258",5
05WI,small_airport,Ames Private Airport,958.0,,US,US-WI,DARIEN,05WI,,05WI,"-88.74590301513672, 42.651100158691406",5
05WN,small_airport,Flat Creek Field,1570.0,,US,US-WA,KETTLE FALLS,05WN,,05WN,"-118.0475, 48.702222",5
05XS,small_airport,Johnson Memorial Airport,105.0,,US,US-AR,WILMOT,05XS,,05XS,"-91.54319763183594, 33.07929992675781",5
05Y,small_airport,Henning Municipal Airport,1455.0,,US,US-MN,HENNING,05Y,,05Y,"-95.43949890136719, 46.30379867553711",5
06AK,small_airport,June Lake Airpark,425.0,,US,US-AK,WASILLA,06AK,,06AK,"-149.575331, 61.627619",5
06AR,small_airport,Bondair Airport,499.0,,US,US-AR,HIGDEN,06AR,,06AR,"-92.18489837646484, 35.544498443603516",5
06CO,small_airport,Jecan Airport,5100.0,,US,US-CO,BRANSON,06CO,,06CO,"-103.69100189208984, 37.38750076293945",5
06FA,small_airport,William P Gwinn Airport,28.0,,US,US-FL,JUPITER,06FA,,06FA,"-80.32890319824219, 26.90839958190918",5
06FD,small_airport,Grass Roots Airpark,105.0,,US,US-FL,MASCOTTE,06FD,,06FD,"-81.88500213623047, 28.641700744628906",5
06IA,small_airport,Rich Field,880.0,,US,US-IA,WALFORD,06IA,,06IA,"-91.83429718017578, 41.841400146484375",5
06ID,small_airport,Larkin Airport,2750.0,,US,US-ID,KUNA,06ID,,06ID,"-116.35900115966797, 43.46269989013672",5
06IL,small_airport,Humm Airport,708.0,,US,US-IL,EARLVILLE,06IL,,06IL,"-88.86990356445312, 41.5994987487793",5
06IS,small_airport,Sinele Strip,695.0,,US,US-IL,NAUVOO,06IS,,06IS,"-91.27429962158203, 40.5463981628418",5
06MN,small_airport,Pike Field Airport,1463.0,,US,US-MN,VIRGINIA,06MN,,06MN,"-92.41670227050001, 47.6519012451",5
06MO,small_airport,Noahs Ark Airport,755.0,,US,US-MO,WALDRON,06MO,,06MO,"-94.80439758300781, 39.23059844970703",5
06MT,small_airport,Torgerson Airport,3541.0,,US,US-MT,ETHRIDGE,06MT,,06MT,"-112.10900115966797, 48.55830001831055",5
06N,small_airport,Randall Airport,523.0,,US,US-NY,MIDDLETOWN,06N,,06N,"-74.3916015625, 41.43199920654297",5
06NC,small_airport,Tailwinds Airport,163.0,,US,US-NC,ST. PAULS,06NC,,06NC,"-78.9302978515625, 34.82749938964844",5
06ND,small_airport,Fitterer's Strip,2180.0,,US,US-ND,GLEN ULLIN,06ND,,06ND,"-101.66899871826172, 46.7489013671875",5
06NH,small_airport,Cole Farm Airport,160.0,,US,US-NH,KENSINGTON,06NH,,06NH,"-70.97309875488281, 42.92839813232422",5
06NV,small_airport,Silver Creek Airport,5556.0,,US,US-NV,BAKER,06NV,,06NV,"-114.150277, 39.098333",5
06NY,small_airport,Murphy Field,1100.0,,US,US-NY,AUBURN,06NY,,06NY,"-76.44529724121094, 42.84280014038086",5
06OH,small_airport,Hal Joy Airfield,1160.0,,US,US-OH,WILLIAMSFIELD,06OH,,06OH,"-80.59120178222656, 41.50979995727539",5
06OI,small_airport,Green Acres Airport,915.0,,US,US-OH,NEW LEBANON,06OI,,06OI,"-84.3822021484375, 39.734798431396484",5
06OR,small_airport,Hayden Mountain Airport,850.0,,US,US-OR,FOREST GROVE,06OR,,06OR,"-123.08000183105469, 45.4650993347168",5
06PA,small_airport,Freefall Oz Airport,1440.0,,US,US-PA,CERES,06PA,,06PA,"-78.288152, 41.995792",5
06R,small_airport,Grawunder Field,289.0,,US,US-TX,BELLVILLE,06R,,06R,"-96.24610137939453, 29.9419002532959",5
06SN,small_airport,Beyer Farm Airport,1340.0,,US,US-KS,DERBY,06SN,,06SN,"-97.25309753417969, 37.583900451660156",5
06TA,small_airport,Glaser Field,480.0,,US,US-TX,BUCKHOLTS,06TA,,06TA,"-97.11689758300781, 30.90850067138672",5
06TE,small_airport,Ainsworth Airport,129.0,,US,US-TX,CLEVELAND,06TE,,06TE,"-95.02690124511719, 30.312700271606445",5
06TN,small_airport,Hunter STOLport,640.0,,US,US-TN,COLUMBIA,06TN,,06TN,"-86.95690155029297, 35.69729995727539",5
06TX,small_airport,Diamond N Ranch Airport,215.0,,US,US-TX,HOCKLEY,06TX,,06TX,"-95.81289672851562, 30.057600021362305",5
06VA,small_airport,Mount Horeb Field,1160.0,,US,US-VA,GROTTOES,06VA,,06VA,"-78.85530090332031, 38.249000549316406",5
06WI,small_airport,Young Private Airport,1075.0,,US,US-WI,FREDERIC,06WI,,06WI,"-92.45020294189453, 45.66270065307617",5
06WN,small_airport,Western Airpark,394.0,,US,US-WA,YELM,06WN,,06WN,"-122.5530014038086, 46.92499923706055",5
06XS,small_airport,Campbell Field,546.0,,US,US-TX,AUBREY,06XS,,06XS,"-97.04419708251953, 33.32469940185547",5
06Y,small_airport,Herman Municipal Airport,1068.0,,US,US-MN,HERMAN,06Y,,06Y,"-96.16059875488281, 45.83000183105469",5
07AA,small_airport,Pan Lake Strip Airport,357.0,,US,US-AK,WILLOW,07AA,,07AA,"-149.9549028, 61.6959639",5
07AR,small_airport,Morrilton Airport,300.0,,US,US-AR,MORRILTON,07AR,,07AR,"-92.80020141601562, 35.19449996948242",5
07B,small_airport,Blue Hill Airport,360.0,,US,US-ME,BLUE HILL,07B,,07B,"-68.5697021484375, 44.448001861572266",5
07CL,small_airport,Richvale Airport,100.0,,US,US-CA,RICHVALE,07CL,,07CL,"-121.77100372314453, 39.49769973754883",5
07CO,small_airport,Comanche Creek Airport,6620.0,,US,US-CO,KIOWA,07CO,,07CO,"-104.427001953125, 39.26359939575195",5
07D,small_airport,Tackaberry Airport,764.0,,US,US-MI,AVOCA,07D,,07D,"-82.72380065917969, 43.06449890136719",5
07FA,small_airport,Ocean Reef Club Airport,8.0,,US,US-FL,KEY LARGO,07FA,OCA,07FA,"-80.274803161621, 25.325399398804",5
07GA,small_airport,Alcovy Airport,750.0,,US,US-GA,COVINGTON,07GA,,07GA,"-83.76309967041016, 33.67499923706055",5
07ID,small_airport,Interstate Airport,4580.0,,US,US-ID,MALTA,07ID,,07ID,"-113.30500030517578, 42.2781982421875",5
07IN,small_airport,Gray Airport,750.0,,US,US-IN,BOGGSTOWN,07IN,,07IN,"-85.91390228271484, 39.573699951171875",5
07K,small_airport,Central City Municipal - Larry Reineke Field,1717.0,,US,US-NE,CENTRAL CITY,07K,,07K,"-98.0516967773, 41.1125984192",5
07KS,small_airport,Heape Field,1321.0,,US,US-KS,AUGUSTA,07KS,,07KS,"-96.93669891357422, 37.73419952392578",5
07KY,small_airport,Blue Lick Airport,532.0,,US,US-KY,LOUISVILLE,07KY,,07KY,"-85.69329833984375, 38.08060073852539",5
07MD,small_airport,Baugher's Orchard Airport,700.0,,US,US-MD,WESTMINSTER,07MD,,07MD,"-77.0519027709961, 39.608299255371094",5
07MI,small_airport,Scott Airstrip,1065.0,,US,US-MI,LAKE,07MI,,07MI,"-85.0239028930664, 43.864200592041016",5
07MN,small_airport,Dairyview Airport,1680.0,,US,US-MN,HADLEY,07MN,,07MN,"-95.90950012207031, 44.05500030517578",5
07MO,small_airport,Lake Sexton Airport,880.0,,US,US-MO,WARRENSBURG,07MO,,07MO,"-93.61689758300781, 38.650001525878906",5
07MT,small_airport,Glasgow Industrial Airport,2762.0,,US,US-MT,GLASGOW,07MT,,07MT,"-106.52799987792969, 48.42110061645508",5
07N,small_airport,Bermudian Valley Airpark,470.0,,US,US-PA,KRALLTOWN,07N,,07N,"-77.00389862060547, 40.01679992675781",5
07NC,small_airport,Hawks Meadow Airport,625.0,,US,US-NC,WAXHAW,07NC,,07NC,"-80.7511978149414, 34.83319854736328",5
07NV,small_airport,Border Line Farm Airport,5120.0,,US,US-NV,BAKER,07NV,,07NV,"-114.053472, 39.102239",5
07OK,small_airport,Pleasant Valley Airport,1322.0,,US,US-OK,SNYDER,07OK,,07OK,"-99.03369903564453, 34.633399963378906",5
07OR,small_airport,Bruce's Airport,250.0,,US,US-OR,MILWAUKIE,07OR,,07OR,"-122.62000274658203, 45.42179870605469",5
07PN,small_airport,Folmar Airport,1690.0,,US,US-PA,GRASSFLAT,07PN,,07PN,"-78.125278, 40.998889",5
07SN,small_airport,Churchill Airport,1965.0,,US,US-KS,PHILLIPSBURG,07SN,,07SN,"-99.36009979248047, 39.77280044555664",5
07TE,small_airport,Cuddihy Field,39.0,,US,US-TX,CORPUS CHRISTI,07TE,,07TE,"-97.51280212402344, 27.721099853515625",5
07TN,small_airport,Corntassel Airport,970.0,,US,US-TN,VONORE,07TN,,07TN,"-84.24109649658203, 35.568599700927734",5
07TS,small_airport,Cross-Country Estates Airport,690.0,,US,US-TX,GEORGETOWN,07TS,,07TS,"-97.57279968261719, 30.625",5
07UT,small_airport,E Northrop Grumman Airport,4480.0,,US,US-UT,HOWELL,07UT,,07UT,"-112.447222, 41.716667",5
07VA,small_airport,Alpha Hotel Airport,350.0,,US,US-VA,CLOVER,07VA,,07VA,"-78.78309631347656, 36.81959915161133",5
07VT,small_airport,Meadow STOLport,801.0,,US,US-VT,JERICHO,07VT,,07VT,"-72.91470336914062, 44.447200775146484",5
07Y,small_airport,Hill City-Quadna Mountain Airport,1289.0,,US,US-MN,HILL CITY,07Y,,07Y,"-93.5969009399414, 46.955501556396484",5
08AK,small_airport,Fisher Airport,200.0,,US,US-AK,BIG LAKE,08AK,,08AK,"-149.724439, 61.569639",5
08B,small_airport,Merrymeeting Field,65.0,,US,US-ME,BOWDOINHAM,08B,,08B,"-69.88710021972656, 44",5
08CL,small_airport,Kistler Ranch Airport,1025.0,,US,US-CA,JAMESTOWN,08CL,,08CL,"-120.55400085449219, 37.85960006713867",5
08CO,small_airport,Terra Firma Airport,5600.0,,US,US-CO,RUSH,08CO,,08CO,"-104.04100036621094, 38.73249816894531",5
08F,small_airport,City of Coalgate Airport,615.0,,US,US-OK,COALGATE,08F,,08F,"-96.23310089111328, 34.53179931640625",5
08FA,small_airport,Duda Airstrip,35.0,,US,US-FL,LA BELLE,08FA,,08FA,"-81.48370361328125, 26.57979965209961",5
08FD,small_airport,Sunniland Ranch Airport,65.0,,US,US-FL,OKEECHOBEE,08FD,,08FD,"-80.77279663085938, 27.363100051879883",5
08FL,small_airport,J. H. Hendrie Farms Airport,103.0,,US,US-FL,LAKE PLACID,08FL,,08FL,"-81.32869720458984, 27.08449935913086",5
08GA,small_airport,Sapelo Island Airport,12.0,,US,US-GA,DARIEN,08GA,,08GA,"-81.28589630126953, 31.425800323486328",5
08ID,small_airport,Symms Airport,2680.0,,US,US-ID,MARSING,08ID,,08ID,"-116.7770004272461, 43.56930160522461",5
08IL,small_airport,Harms Airstrip,643.0,,US,US-IL,TAMPICO,08IL,,08IL,"-89.79399871826172, 41.57699966430664",5
08IS,small_airport,Hemmer RLA Restricted Landing Area,400.0,,US,US-IL,DU QUOIN,08IS,,08IS,"-89.20290374759999, 37.977798461899994",5
08KS,small_airport,Alderson Airport,1250.0,,US,US-KS,BENNINGTON,08KS,,08KS,"-97.58000183105469, 39.034698486328125",5
08KY,small_airport,Boss Airport,820.0,,US,US-KY,BURNSIDE,08KY,,08KY,"-84.6260986328125, 36.972599029541016",5
08LL,small_airport,Sauer Airport,665.0,,US,US-IL,DWIGHT,08LL,,08LL,"-88.48919677734375, 41.07529830932617",5
08LS,small_airport,Aeleron Airport,51.0,,US,US-LA,GRAND COTEAU,08LS,,08LS,"-92.02359771728516, 30.403600692749023",5
08MA,small_airport,Wormid Airport,360.0,,US,US-MA,SOUTHBOROUGH,08MA,,08MA,"-71.49620056152344, 42.29399871826172",5
08ME,small_airport,Lindbergh Airport,554.0,,US,US-ME,AVON,08ME,,08ME,"-70.34529876708984, 44.81420135498047",5
08MO,small_airport,Twin Oaks Airport,955.0,,US,US-MO,JASPER,08MO,,08MO,"-94.28379821777344, 37.395599365234375",5
08MS,small_airport,Williams Field,345.0,,US,US-MS,COLDWATER,08MS,,08MS,"-89.86830139, 34.66220093",5
08MT,small_airport,Clark Airport,3450.0,,US,US-MT,GRASSRANGE,08MT,,08MT,"-108.81700134277344, 47.063899993896484",5
08N,small_airport,Keller Brothers Airport,550.0,,US,US-PA,LEBANON,08N,,08N,"-76.32879638671875, 40.29180145263672",5
08NC,small_airport,Whiteheart Farm Airport,750.0,,US,US-NC,LEWISVILLE,08NC,,08NC,"-80.4655990600586, 36.06760025024414",5
08ND,small_airport,Brecht Strip,1990.0,,US,US-ND,GOLDEN VALLEY,08ND,,08ND,"-102.0979995727539, 47.32310104370117",5
08NE,small_airport,Laurel Municipal Airport,1467.0,,US,US-NE,LAUREL,08NE,,08NE,"-97.07949829101562, 42.43170166015625",5
08NY,small_airport,Md1 Airport,650.0,,US,US-NY,MIDDLETOWN,08NY,,08NY,"-74.50559997558594, 41.368099212646484",5
08OH,small_airport,Kenley Airport,1230.0,,US,US-OH,HARTFORD,08OH,,08OH,"-80.5636978149414, 41.29169845581055",5
08OK,small_airport,Parks Airport,635.0,,US,US-OK,WILBURTON,08OK,,08OK,"-95.25830078125, 34.93149948120117",5
08OL,small_airport,Broken B Airport,1518.0,,US,US-OK,HYDRO,08OL,,08OL,"-98.605477, 35.408087",5
08OR,small_airport,Saxon Sycan Airport,4990.0,,US,US-OR,SILVER LAKE,08OR,,08OR,"-121.11699676513672, 42.839298248291016",5
08R,small_airport,Richmond Airport,130.0,,US,US-RI,WEST KINGSTON,08R,,08R,"-71.62059783935547, 41.489498138427734",5
08TE,small_airport,B. J. Mc Combs Sisterdale Airport,1447.0,,US,US-TX,COMFORT,,,,"-98.742451, 29.975331",5
08TX,small_airport,Cross Wind Airport,1040.0,,US,US-TX,WEATHERFORD,08TX,,08TX,"-97.74749755859375, 32.85820007324219",5
08U,small_airport,Stevens-Crosby Airport,6397.0,,US,US-NV,NORTH FORK,08U,,08U,"-115.86000061035156, 41.51570129394531",5
08VA,small_airport,Springwood Airstrip,1000.0,,US,US-VA,BUCHANAN,08VA,,08VA,"-79.74980163574219, 37.55400085449219",5
08XA,small_airport,Knolle Ranch Airport,280.0,,US,US-TX,SNOOK,08XA,,08XA,"-96.504031, 30.479253",5
08XS,small_airport,Peterson Airport,45.0,,US,US-TX,OLD OCEAN,08XS,,08XS,"-95.77749633789062, 29.10810089111328",5
09AK,small_airport,West Beaver Airport,228.0,,US,US-AK,BIG LAKE,09AK,,09AK,"-149.847333, 61.589361",5
09AZ,small_airport,Stronghold Airport,4970.0,,US,US-AZ,ST DAVID,09AZ,,09AZ,"-110.03800201416016, 31.92530059814453",5
09CL,small_airport,Alta Sierra Airport,2275.0,,US,US-CA,GRASS VALLEY,09CL,,09CL,"-121.05699920654297, 39.113800048828125",5
09CO,small_airport,Cottonwood Field,4180.0,,US,US-CO,SWINK,09CO,,09CO,"-103.65299987792969, 38.055599212646484",5
09FA,small_airport,Placid Lakes Airport,130.0,,US,US-FL,LAKE PLACID,09FA,,09FA,"-81.41310119628906, 27.2455997467041",5
09FD,small_airport,Cheryl-Lane Landings Airport,71.0,,US,US-FL,BUSHNELL,09FD,,09FD,"-82.0873031616211, 28.671100616455078",5
09FL,small_airport,Sunnybreeze Airport,60.0,,US,US-FL,ARCADIA,09FL,,09FL,"-81.97059631347656, 27.055599212646484",5
09GA,small_airport,Sunbelt Strip,230.0,,US,US-GA,MOULTRIE,09GA,,09GA,"-83.68409729003906, 31.111299514770508",5
09IA,small_airport,Skydive Iowa Airport,820.0,,US,US-IA,BROOKLYN,09IA,,09IA,"-92.4093017578125, 41.74580001831055",5
09ID,small_airport,Taylor Ranch Landing Area Airport,3835.0,,US,US-ID,MOSCOW,09ID,,09ID,"-114.8550033569336, 45.10390090942383",5
09II,small_airport,Gibbons Field,880.0,,US,US-IN,VALEENE,09II,,09II,"-86.44499969482422, 38.44729995727539",5
09IN,small_airport,Gordon Airport,850.0,,US,US-IN,COLUMBIA CITY,09IN,,09IN,"-85.42500305175781, 41.12089920043945",5
09KS,small_airport,Coffman Airport,970.0,,US,US-KS,WELLSVILLE,09KS,,09KS,"-95.13829803466797, 38.707000732421875",5
09LL,small_airport,Pine Hill Airport,1000.0,,US,US-IL,CAPRON,09LL,,09LL,"-88.74320220947266, 42.468101501464844",5
09MA,small_airport,Kallander Field,403.0,,US,US-MA,SOUTHBOROUGH,09MA,,09MA,"-71.50589752197266, 42.304298400878906",5
09ME,small_airport,Perrotti Skyranch Airfield,260.0,,US,US-ME,BERWICK,09ME,,09ME,"-70.85469818115234, 43.34080123901367",5
09MN,small_airport,W Johnson Field,1060.0,,US,US-MN,HAZEL RUN,09MN,,09MN,"-95.6635971069336, 44.779998779296875",5
09MO,small_airport,Hogue Farm Airport,1210.0,,US,US-MO,WILLARD,09MO,,09MO,"-93.36329650878906, 37.37839889526367",5
09N,small_airport,Airhaven Airport,450.0,,US,US-NY,STAATSBURG,09N,,09N,"-73.8759994506836, 41.83259963989258",5
09NC,small_airport,William Irving Lewis Airport,310.0,,US,US-NC,BROADWAY,09NC,,09NC,"-79.02999877929688, 35.32929992675781",5
09NE,small_airport,Summer Hill Farm Airport,1250.0,,US,US-NE,BENNINGTON,09NE,,09NE,"-96.193603515625, 41.33330154418945",5
09NR,small_airport,Dakota Air Ranch Airport,561.0,,US,US-NC,RAMSEUR,09NR,,09NR,"-79.650311, 35.650122",5
09OK,small_airport,Ragtime Aerodrome,700.0,,US,US-OK,COLLINSVILLE,09OK,,09OK,"-95.86389923095703, 36.35449981689453",5
09PA,small_airport,Eagle Field,1780.0,,US,US-PA,PORT MATILDA,09PA,,09PA,"-77.98809814453125, 40.82699966430664",5
09S,small_airport,Sullivan Lake State Airport,2614.0,,US,US-WA,METALINE FALLS,09S,,09S,"-117.28399658203125, 48.84090042114258",5
09TA,small_airport,Lazy G Bar Ranch Airport,923.0,,US,US-TX,DECATUR,,,09T,"-97.497002, 33.282101",5
09TE,small_airport,Running M Ranch Airport,787.0,,US,US-TX,GLEN ROSE,09TE,,09TE,"-97.86699676513672, 32.26679992675781",5
09TS,small_airport,Pitcock Rosillos Mountain Ranch Airport,3100.0,,US,US-TX,MARATHON,09TS,,09TS,"-103.16500091552734, 29.48240089416504",5
09TX,small_airport,Smokey Mtn Ranch Airport,2522.0,,US,US-TX,SHEFFIELD,09TX,,09TX,"-102.02400207519531, 30.739099502563477",5
09VA,small_airport,Alum Ridge STOLport,2375.0,,US,US-VA,FLOYD,09VA,,09VA,"-80.493896484375, 36.97650146484375",5
09WI,small_airport,Parkway Farm Strip,705.0,,US,US-WI,HOLMEN,09WI,,09WI,"-91.30760192871094, 44.00360107421875",5
0AA7,small_airport,Kalifonsky Meadows Airport,65.0,,US,US-AK,KENAI,0AA7,,0AA7,"-151.2352525, 60.491537",5
0AK,small_airport,Pilot Station Airport,305.0,,US,US-AK,PILOT STATION,,PQS,0AK,"-162.899994, 61.934601",5
0AK0,small_airport,Scotts Airport,800.0,,US,US-AK,NORTH POLE,0AK0,,0AK0,"-146.86199951171875, 64.39250183105469",5
0AK1,small_airport,Anderson Lake Airport,463.0,,US,US-AK,WASILLA,0AK1,,0AK1,"-149.32200622558594, 61.61690139770508",5
0AK2,small_airport,Yentna Bend Strip,81.0,,US,US-AK,WILLOW,0AK2,,0AK2,"-150.678611, 61.725556",5
0AK3,small_airport,Parker Lake Airport,250.0,,US,US-AK,MONTANA CREEK,0AK3,,0AK3,"-150.49400329589844, 62.0359001159668",5
0AK5,small_airport,Young Creek Airport,1580.0,,US,US-AK,MAY CREEK,0AK5,,0AK5,"-142.731832, 61.355352",5
0AK6,small_airport,Victory Airport,1800.0,,US,US-AK,VICTORY BIBLE CAMP,0AK6,,0AK6,"-147.94400024414062, 61.80339813232422",5
0AK7,small_airport,Bradley Lake Hydroelectri Project Airstrip,18.0,,US,US-AK,HOMER,0AK7,,0AK7,"-150.95899963378906, 59.776100158691406",5
0AK9,small_airport,Falcon Lake Strip,110.0,,US,US-AK,POINT MACKENZIE,0AK9,,0AK9,"-150.0590057373047, 61.33259963989258",5
0AL1,small_airport,Resort Airport,97.0,,US,US-AL,FOLEY,0AL1,,0AL1,"-87.65689849853516, 30.443899154663086",5
0AL5,small_airport,Flomaton Airport,247.0,,US,US-AL,FLOMATON,0AL5,,0AL5,"-87.25279998779297, 31.03219985961914",5
0AL9,small_airport,Wilson Creek Airport,590.0,,US,US-AL,FLORENCE,0AL9,,0AL9,"-87.63249969482422, 34.849998474121094",5
0AR1,small_airport,Hooterville South Airport,370.0,,US,US-AR,CENTERVILLE,0AR1,,0AR1,"-93.2020034790039, 35.09469985961914",5
0AR2,small_airport,Mission Field-Marotti Memorial Airport,217.0,,US,US-AR,CRAWFORDSVILLE,0AR2,,0AR2,"-90.35009765625, 35.26679992675781",5
0AR7,small_airport,Yancopin Airport,150.0,,US,US-AR,WATSON,0AR7,,0AR7,"-91.18119812011719, 33.95009994506836",5
0AZ1,small_airport,Taylor Field,2130.0,,US,US-AZ,MARANA,0AZ1,,0AZ1,"-111.3239974975586, 32.300899505615234",5
0AZ2,small_airport,Western Sky Airport,1930.0,,US,US-AZ,SALOME,0AZ2,,0AZ2,"-113.64199829101562, 33.778099060058594",5
0AZ4,small_airport,Flying Bucket Ranch Airport,1505.0,,US,US-AZ,MOBILE,0AZ4,,0AZ4,"-112.28700256347656, 32.9822998046875",5
0AZ5,small_airport,Castle Well Airport,2080.0,,US,US-AZ,MORRISTOWN,0AZ5,,0AZ5,"-112.60299682617188, 33.86589813232422",5
0B2,small_airport,Brewer Airport,124.0,,US,US-ME,BREWER,0B2,,0B2,"-68.7677993774414, 44.76369857788086",5
0B7,small_airport,Warren-Sugarbush Airport,1470.0,,US,US-VT,WARREN,0B7,,0B7,"-72.8271026611, 44.1166992188",5
0C1,small_airport,Triple R Airport,1000.0,,US,US-MO,DEARBORN,0C1,,0C1,"-94.78050231933594, 39.48780059814453",5
0C2,small_airport,Hinckley Airport,760.0,,US,US-IL,HINCKLEY,0C2,,0C2,"-88.70339965820312, 41.77090072631836",5
0C5,small_airport,Canadian Lakes Airport,960.0,,US,US-MI,MECOSTA,0C5,,0C5,"-85.28060150146484, 43.57640075683594",5
0C7,small_airport,Grandpas' Farm Mendota Airport,727.0,,US,US-IL,MENDOTA,IL22,,IL22,"-89.132599, 41.521999",5
0C8,small_airport,Cushing Field Ltd Airport,640.0,,US,US-IL,NEWARK,0C8,,0C8,"-88.60559844970703, 41.519500732421875",5
0CA3,small_airport,Crawford Airport,570.0,,US,US-CA,SANTA YNEZ,0CA3,,0CA3,"-120.01300048828125, 34.587501525878906",5
0CA4,small_airport,Shepherd Ranch Airport,660.0,,US,US-CA,SANTA YNEZ,0CA4,,0CA4,"-120.06500244140625, 34.62220001220703",5
0CA5,small_airport,Hoffman Private Airport,3100.0,,US,US-CA,SANTA YSABEL,0CA5,,0CA5,"-116.74500274658203, 33.14310073852539",5
0CA6,small_airport,Emory Ranch Airport,480.0,,US,US-CA,OCOTILLO,0CA6,,0CA6,"-116.0161111, 32.7494444",5
0CA8,small_airport,Ward Ranch Airport,2500.0,,US,US-CA,AGUANGA,0CA8,,0CA8,"-116.843002319, 33.4277992249",5
0CA9,small_airport,Blech Ranch Airport,1140.0,,US,US-CA,SHANDON,0CA9,,0CA9,"-120.338996887, 35.5950012207",5
0CD2,small_airport,Foxx Valley Airport,5800.0,,US,US-CO,YODER,0CD2,,0CD2,"-104.23400116, 38.652500152600005",5
0CD5,small_airport,Pinon Canyon Airport,5686.0,,US,US-CO,TRINIDAD,0CD5,,0CD5,"-104.143997192, 37.490501403799996",5
0CD7,small_airport,Fox Hole Airport,5135.0,,US,US-CO,LAFAYETTE,0CD7,,0CD7,"-105.071998596, 40.004699707",5
0CL0,small_airport,Yosemite Hidden Lake Ranch Airport,500.0,,US,US-CA,RAYMOND,0CL0,,0CL0,"-119.913002014, 37.11800003049999",5
0CL1,small_airport,Krey Field Airport,3042.0,,US,US-CA,ADELANTO,0CL1,,0CL1,"-117.555999756, 34.5694007874",5
0CL3,small_airport,John Nichol's Field Airport,490.0,,US,US-CA,CHULA VISTA,0CL3,,0CL3,"-116.892997742, 32.633098602299995",5
0CL6,small_airport,Bohunk's Airpark,2410.0,,US,US-CA,LANCASTER,0CL6,,0CL6,"-118.282997131, 34.694698333699996",5
0CL8,small_airport,Tera Ultralightport,2510.0,,US,US-CA,RIDGECREST,0CL8,,0CL8,"-117.634002686, 35.5913009644",5
0CN1,small_airport,Fiorini Ranch Airport,140.0,,US,US-CA,DELHI,0CN1,,0CN1,"-120.764758, 37.452178",5
0CN2,small_airport,Sutter Butte Dusters Airport,67.0,,US,US-CA,LIVE OAK,0CN2,,0CN2,"-121.688265, 39.228622",5
0CO1,small_airport,Dave's Airport,5170.0,,US,US-CO,LOUISVILLE,0CO1,,0CO1,"-105.124000549, 40.0332984924",5
0CO2,small_airport,Crested Butte Airpark,8980.0,,US,US-CO,CRESTED BUTTE,0CO2,CSE,0CO2,"-106.928341, 38.851918",5
0CO5,small_airport,Chenoweth Airport,4697.0,,US,US-CO,LAST CHANCE,0CO5,,0CO5,"-103.589996338, 39.8333015442",5
0CO6,small_airport,Flying M & M Ranch Airport,8000.0,,US,US-CO,NORWOOD,0CO6,,0CO6,"-108.212997437, 38.2193984985",5
0CO8,small_airport,Cartwheel Airport,5010.0,,US,US-CO,MEAD,0CO8,,0CO8,"-105.013000488, 40.2083015442",5
